customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,payment_method,paperless_billing,monthly_charges,total_charges,churn
CUST10775,Female,0,No,No,39,Yes,DSL,Two year,Electronic check,Yes,68.45,2597.66,No
CUST10776,Female,0,Yes,Yes,42,Yes,Fiber optic,One year,Mailed check,Yes,65.04,2705.2,No
CUST10777,Male,0,Yes,Yes,68,Yes,No,Month-to-month,Bank transfer,Yes,83.76,5653.84,Yes
CUST10778,Male,0,No,No,33,Yes,Fiber optic,One year,Bank transfer,No,88.7,3008.28,No
CUST10779,Female,0,Yes,Yes,28,Yes,DSL,Two year,Mailed check,Yes,68.32,1901.7,No
CUST10780,Male,0,Yes,No,39,Yes,No,Month-to-month,Bank transfer,Yes,74.02,2795.69,Yes
CUST10781,Female,0,Yes,Yes,61,Yes,Fiber optic,Two year,Bank transfer,No,52.46,3182.84,No
CUST10782,Female,0,No,No,51,Yes,No,Month-to-month,Mailed check,Yes,50.48,2625.96,No
CUST10783,Male,0,No,No,5,Yes,DSL,One year,Electronic check,No,91.23,337.78,No
CUST10784,Male,0,Yes,Yes,33,Yes,Fiber optic,Two year,Bank transfer,No,83.12,2578.34,No
CUST10785,Male,0,No,No,54,Yes,No,Month-to-month,Credit card,No,83.38,4701.79,Yes
CUST10786,Female,0,Yes,No,16,Yes,DSL,Two year,Credit card,Yes,79.02,1200.08,No
CUST10787,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No,73.16,5253.78,Yes
CUST10788,Female,0,Yes,Yes,58,Yes,No,One year,Credit card,No,89.41,5146.0,No
CUST10789,Male,0,Yes,Yes,61,Yes,DSL,One year,Credit card,No,95.38,5872.99,No
CUST10790,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Bank transfer,Yes,94.78,651.18,Yes
CUST10791,Female,0,Yes,No,42,No,Fiber optic,Month-to-month,Electronic check,No,69.48,2976.15,No
CUST10792,Male,0,Yes,Yes,38,Yes,DSL,Month-to-month,Bank transfer,No,106.67,3901.62,Yes
CUST10793,Female,0,Yes,Yes,45,Yes,DSL,Month-to-month,Bank transfer,No,77.71,3358.54,No
CUST10794,Male,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Mailed check,No,87.81,5404.32,No
CUST10795,Male,0,No,No,25,Yes,Fiber optic,Month-to-month,Credit card,Yes,79.05,1949.43,Yes
CUST10796,Female,0,Yes,No,38,Yes,DSL,Month-to-month,Credit card,No,78.18,2798.64,Yes
CUST10797,Male,0,Yes,No,49,Yes,DSL,Month-to-month,Mailed check,No,53.61,2708.82,Yes
CUST10798,Male,0,No,Yes,54,Yes,No,One year,Mailed check,No,89.53,4725.99,No
CUST10799,Male,0,Yes,Yes,56,Yes,Fiber optic,One year,Electronic check,Yes,143.13,8164.61,No
CUST10800,Female,0,No,Yes,24,Yes,No,One year,Electronic check,No,62.63,1685.18,No
CUST10801,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Mailed check,No,73.77,5286.61,No
CUST10802,Male,0,No,Yes,0,Yes,No,Two year,Mailed check,No,60.84,43.9,Yes
CUST10803,Male,0,No,Yes,35,No,Fiber optic,One year,Mailed check,Yes,59.8,1969.81,No
CUST10804,Male,0,No,Yes,44,Yes,DSL,Month-to-month,Electronic check,No,110.61,4929.21,No
CUST10805,Female,0,Yes,Yes,4,Yes,No,Month-to-month,Mailed check,Yes,55.18,170.9,No
CUST10806,Female,0,No,No,32,Yes,Fiber optic,One year,Bank transfer,No,60.15,1816.08,No
CUST10807,Female,0,No,No,43,No,DSL,Month-to-month,Mailed check,Yes,32.31,1360.4,Yes
CUST10808,Male,0,No,No,44,Yes,DSL,Month-to-month,Bank transfer,Yes,53.06,2288.07,No
CUST10809,Female,0,Yes,No,8,Yes,Fiber optic,Two year,Mailed check,No,29.29,201.8,No
CUST10810,Male,0,Yes,Yes,20,Yes,DSL,Month-to-month,Bank transfer,No,87.8,1850.97,No
CUST10811,Male,0,Yes,Yes,17,Yes,DSL,Month-to-month,Bank transfer,No,141.99,2335.3,Yes
CUST10812,Male,0,No,Yes,46,Yes,DSL,Two year,Credit card,Yes,62.83,3063.68,Yes
CUST10813,Female,0,Yes,No,24,Yes,Fiber optic,One year,Electronic check,Yes,30.33,595.41,No
CUST10814,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Credit card,No,94.5,4036.04,Yes
CUST10815,Male,0,Yes,Yes,53,Yes,Fiber optic,Two year,Mailed check,No,53.83,2751.34,No
CUST10816,Female,0,Yes,No,58,Yes,DSL,Two year,Electronic check,No,104.48,6059.74,No
CUST10817,Male,0,No,No,13,Yes,DSL,Month-to-month,Bank transfer,Yes,64.95,795.33,No
CUST10818,Female,0,No,Yes,65,No,Fiber optic,One year,Electronic check,No,56.2,3618.63,Yes
CUST10819,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Electronic check,No,67.55,890.74,No
CUST10820,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Credit card,Yes,90.94,240.92,Yes
CUST10821,Female,1,No,Yes,3,Yes,DSL,One year,Electronic check,Yes,66.31,317.98,No
CUST10822,Female,0,No,Yes,14,Yes,DSL,Month-to-month,Bank transfer,Yes,59.58,793.63,No
CUST10823,Male,0,Yes,No,63,Yes,DSL,One year,Electronic check,Yes,67.03,4241.32,No
CUST10824,Male,0,No,No,15,Yes,Fiber optic,Two year,Electronic check,No,40.2,524.79,No
CUST10825,Male,0,No,No,50,Yes,Fiber optic,Month-to-month,Electronic check,No,81.93,3997.34,Yes
CUST10826,Male,0,No,Yes,30,Yes,Fiber optic,One year,Electronic check,Yes,27.33,705.27,Yes
CUST10827,Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Mailed check,No,60.9,78.04,Yes
CUST10828,Male,0,No,No,32,Yes,Fiber optic,Two year,Mailed check,No,90.98,2936.32,Yes
CUST10829,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Electronic check,No,79.58,0.0,Yes
CUST10830,Female,0,No,No,34,Yes,DSL,One year,Mailed check,Yes,86.76,2945.2,No
CUST10831,Female,0,No,Yes,40,Yes,Fiber optic,Month-to-month,Mailed check,No,70.37,2966.4,No
CUST10832,Male,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Bank transfer,No,101.24,3959.31,Yes
CUST10833,Male,0,No,No,20,Yes,Fiber optic,One year,Credit card,No,95.12,1843.88,No
CUST10834,Male,0,No,Yes,55,Yes,DSL,One year,Bank transfer,No,83.15,4433.56,No
CUST10835,Male,0,No,No,43,Yes,Fiber optic,One year,Credit card,Yes,95.19,4139.15,No
CUST10836,Female,0,No,No,18,Yes,No,One year,Electronic check,No,90.76,1401.94,Yes
CUST10837,Male,0,Yes,No,31,Yes,DSL,Two year,Electronic check,Yes,61.01,2002.33,No
CUST10838,Female,1,No,No,7,Yes,Fiber optic,Month-to-month,Credit card,No,38.4,247.44,Yes
CUST10839,Male,0,No,No,67,Yes,Fiber optic,Month-to-month,Mailed check,No,82.51,5711.3,No
CUST10840,Male,0,Yes,No,54,Yes,DSL,Month-to-month,Credit card,No,85.65,4452.4,Yes
CUST10841,Female,0,No,No,21,Yes,Fiber optic,One year,Mailed check,Yes,99.26,2176.27,No
CUST10842,Female,1,Yes,No,49,Yes,Fiber optic,Month-to-month,Electronic check,Yes,48.59,2370.86,Yes
CUST10843,Female,0,No,Yes,49,Yes,No,Month-to-month,Credit card,No,49.34,2384.55,No
CUST10844,Female,0,No,Yes,44,Yes,No,Month-to-month,Bank transfer,Yes,83.5,3537.02,No
CUST10845,Male,0,No,Yes,3,Yes,DSL,Two year,Credit card,Yes,70.22,270.23,Yes
CUST10846,Male,1,No,No,64,Yes,Fiber optic,Month-to-month,Mailed check,Yes,24.86,1658.65,Yes
CUST10847,Female,0,Yes,No,69,Yes,Fiber optic,One year,Electronic check,Yes,81.38,5793.73,No
CUST10848,Male,0,Yes,No,71,Yes,DSL,Month-to-month,Bank transfer,Yes,25.69,1924.8,Yes
CUST10849,Female,0,No,Yes,71,Yes,DSL,Two year,Electronic check,Yes,48.37,3374.88,No
CUST10850,Female,0,Yes,Yes,67,Yes,No,Month-to-month,Bank transfer,Yes,105.79,6987.54,No
CUST10851,Female,1,No,Yes,53,Yes,DSL,Month-to-month,Mailed check,No,117.62,6097.01,No
CUST10852,Male,0,Yes,No,4,Yes,Fiber optic,Two year,Credit card,No,41.61,313.76,No
CUST10853,Male,0,No,No,33,Yes,No,Two year,Credit card,No,63.77,2026.59,No
CUST10854,Male,0,No,Yes,17,Yes,DSL,Month-to-month,Mailed check,No,73.07,1390.21,No
CUST10855,Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Credit card,Yes,116.53,1916.99,No
CUST10856,Female,0,Yes,Yes,60,Yes,No,One year,Electronic check,No,59.68,3613.79,No
CUST10857,Male,0,Yes,No,59,No,Fiber optic,Two year,Electronic check,Yes,60.08,3514.03,Yes
CUST10858,Female,0,No,No,38,Yes,DSL,Month-to-month,Credit card,Yes,110.72,4273.43,No
CUST10859,Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,Bank transfer,Yes,62.63,3317.84,No
CUST10860,Female,1,No,No,9,Yes,No,One year,Mailed check,No,90.06,773.62,Yes
CUST10861,Male,0,Yes,No,16,Yes,DSL,One year,Electronic check,Yes,35.07,630.72,No
CUST10862,Female,0,No,No,62,Yes,Fiber optic,One year,Mailed check,No,67.72,4184.24,No
CUST10863,Male,0,No,Yes,32,Yes,DSL,One year,Bank transfer,Yes,30.51,896.49,No
CUST10864,Female,1,Yes,Yes,39,Yes,Fiber optic,Month-to-month,Credit card,No,45.61,1838.77,Yes
CUST10865,Male,0,Yes,Yes,33,Yes,No,Two year,Credit card,No,92.98,3061.94,No
CUST10866,Male,0,Yes,Yes,14,No,Fiber optic,Two year,Mailed check,No,70.75,1039.39,No
CUST10867,Male,0,No,No,60,Yes,No,One year,Mailed check,Yes,64.02,3795.81,No
CUST10868,Male,1,No,No,55,No,DSL,Month-to-month,Electronic check,No,53.28,2809.49,No
CUST10869,Female,1,No,No,49,Yes,Fiber optic,Month-to-month,Electronic check,Yes,66.48,3431.03,Yes
CUST10870,Male,0,No,Yes,25,Yes,No,One year,Mailed check,Yes,79.53,2142.91,No
CUST10871,Female,0,No,No,46,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,96.57,4530.6,Yes
CUST10872,Female,0,Yes,No,69,Yes,DSL,Two year,Electronic check,Yes,20.0,1341.22,No
CUST10873,Male,0,Yes,No,47,Yes,No,Month-to-month,Mailed check,Yes,51.21,2376.84,No
CUST10874,Male,0,No,No,36,Yes,Fiber optic,One year,Bank transfer,No,75.98,2873.51,No
CUST10875,Female,0,No,No,19,Yes,Fiber optic,Two year,Credit card,Yes,69.53,1285.69,No
CUST10876,Female,0,No,Yes,38,Yes,No,Month-to-month,Credit card,Yes,82.08,3055.78,No
CUST10877,Male,1,No,Yes,27,Yes,DSL,Month-to-month,Mailed check,No,78.69,2311.85,Yes
CUST10878,Female,0,Yes,No,44,Yes,DSL,One year,Mailed check,Yes,64.38,2827.95,No
CUST10879,Male,0,No,Yes,3,Yes,DSL,One year,Credit card,No,58.83,353.33,No
CUST10880,Male,0,No,Yes,13,Yes,Fiber optic,Month-to-month,Bank transfer,No,65.86,716.34,No
CUST10881,Female,0,Yes,No,57,Yes,DSL,One year,Mailed check,No,100.72,5792.86,No
CUST10882,Female,0,Yes,Yes,27,Yes,Fiber optic,Two year,Bank transfer,Yes,53.7,1657.01,No
CUST10883,Male,1,No,No,31,Yes,DSL,Month-to-month,Electronic check,Yes,70.43,2186.31,Yes
CUST10884,Female,0,Yes,Yes,39,Yes,Fiber optic,Month-to-month,Mailed check,Yes,76.58,2960.22,No
CUST10885,Male,0,Yes,Yes,31,Yes,DSL,Month-to-month,Mailed check,No,111.01,3324.53,Yes
CUST10886,Female,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Credit card,Yes,64.49,3655.18,Yes
CUST10887,Male,0,No,Yes,17,Yes,Fiber optic,Month-to-month,Electronic check,No,95.97,1554.48,Yes
CUST10888,Male,1,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Credit card,Yes,102.8,5644.52,No
CUST10889,Female,0,Yes,Yes,15,Yes,Fiber optic,One year,Mailed check,No,70.41,932.7,Yes
CUST10890,Male,0,Yes,No,27,Yes,Fiber optic,Month-to-month,Electronic check,Yes,66.73,1957.4,Yes
CUST10891,Female,0,Yes,Yes,42,Yes,No,Two year,Bank transfer,No,63.77,2793.83,No
CUST10892,Female,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,65.6,4195.24,No
CUST10893,Male,0,No,No,16,Yes,DSL,Month-to-month,Electronic check,Yes,93.36,1378.35,Yes
CUST10894,Female,1,Yes,Yes,42,Yes,No,One year,Electronic check,Yes,77.78,3420.35,No
CUST10895,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,Electronic check,No,77.88,274.93,No
CUST10896,Female,1,No,Yes,5,No,DSL,Month-to-month,Mailed check,No,43.87,108.83,Yes
CUST10897,Male,0,No,Yes,56,Yes,Fiber optic,Month-to-month,Electronic check,No,47.81,2501.15,Yes
CUST10898,Female,0,No,No,52,Yes,DSL,Month-to-month,Bank transfer,No,125.59,6466.08,Yes
CUST10899,Female,1,No,No,27,Yes,DSL,Month-to-month,Electronic check,No,67.55,1678.39,No
CUST10900,Female,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,Credit card,No,52.63,2306.07,Yes
CUST10901,Male,0,Yes,No,27,Yes,DSL,Month-to-month,Credit card,No,107.78,2984.5,No
CUST10902,Male,1,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Bank transfer,No,79.05,1543.46,Yes
CUST10903,Female,0,Yes,Yes,31,Yes,No,Month-to-month,Credit card,No,86.45,2715.52,Yes
CUST10904,Female,1,No,Yes,22,Yes,Fiber optic,Two year,Credit card,No,68.55,1435.77,No
CUST10905,Female,0,Yes,Yes,59,Yes,Fiber optic,One year,Electronic check,Yes,64.03,3784.29,No
CUST10906,Male,1,No,Yes,30,No,Fiber optic,Month-to-month,Mailed check,No,67.76,2224.89,Yes
CUST10907,Male,0,No,Yes,23,Yes,No,Month-to-month,Credit card,No,37.43,826.04,No
CUST10908,Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Mailed check,No,69.8,2760.64,Yes
CUST10909,Female,1,No,Yes,55,Yes,DSL,Month-to-month,Bank transfer,No,79.4,4210.45,No
CUST10910,Male,0,No,Yes,19,Yes,Fiber optic,One year,Credit card,No,118.26,2398.95,No
CUST10911,Male,0,Yes,Yes,68,No,Fiber optic,Two year,Credit card,No,74.15,4994.48,No
CUST10912,Male,0,No,Yes,33,Yes,DSL,Two year,Mailed check,No,20.0,765.05,No
CUST10913,Male,0,No,Yes,48,Yes,Fiber optic,Two year,Mailed check,No,69.65,3330.88,No
CUST10914,Female,1,No,Yes,69,Yes,DSL,Two year,Electronic check,No,140.49,9754.97,No
CUST10915,Male,0,Yes,Yes,31,Yes,No,Two year,Mailed check,Yes,93.66,2970.56,No
CUST10916,Female,0,No,Yes,14,Yes,DSL,Month-to-month,Mailed check,No,51.73,678.98,No
CUST10917,Male,0,No,Yes,54,Yes,DSL,Month-to-month,Mailed check,Yes,86.78,4795.31,No
CUST10918,Male,1,Yes,Yes,0,Yes,DSL,Month-to-month,Mailed check,No,53.45,0.0,No
CUST10919,Female,1,No,Yes,33,No,DSL,Month-to-month,Credit card,Yes,38.15,1336.74,No
CUST10920,Female,1,Yes,Yes,71,Yes,DSL,Month-to-month,Credit card,Yes,63.29,4454.57,No
CUST10921,Female,0,Yes,No,30,Yes,DSL,Two year,Bank transfer,No,74.29,2263.66,No
CUST10922,Female,0,No,No,49,Yes,DSL,One year,Electronic check,No,25.2,1188.6,No
CUST10923,Male,0,No,Yes,38,Yes,DSL,Month-to-month,Mailed check,No,43.27,1649.26,No
CUST10924,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,72.26,976.43,Yes
CUST10925,Male,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Electronic check,No,61.8,1446.16,Yes
CUST10926,Female,0,Yes,No,38,Yes,DSL,Month-to-month,Mailed check,Yes,81.87,3115.48,Yes
CUST10927,Female,0,No,No,7,Yes,DSL,Two year,Bank transfer,No,41.63,237.39,Yes
CUST10928,Female,0,Yes,No,30,Yes,DSL,One year,Credit card,Yes,89.85,2690.0,No
CUST10929,Male,0,No,Yes,30,Yes,DSL,One year,Credit card,No,42.41,1285.7,No
CUST10930,Male,0,Yes,Yes,60,Yes,DSL,Month-to-month,Mailed check,No,113.07,6722.56,No
CUST10931,Male,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Mailed check,Yes,29.11,249.11,Yes
CUST10932,Female,1,Yes,No,61,Yes,No,Month-to-month,Mailed check,Yes,44.69,2625.53,No
CUST10933,Female,0,Yes,No,29,Yes,No,One year,Bank transfer,No,82.43,2625.04,No
CUST10934,Female,1,Yes,Yes,47,Yes,Fiber optic,One year,Mailed check,No,113.61,5445.58,Yes
CUST10935,Female,0,No,No,40,Yes,Fiber optic,Month-to-month,Mailed check,No,79.88,3222.51,No
CUST10936,Male,0,No,Yes,21,Yes,DSL,Two year,Electronic check,Yes,86.07,1924.68,No
CUST10937,Female,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,Mailed check,No,72.44,4655.55,No
CUST10938,Female,0,Yes,Yes,16,Yes,Fiber optic,Two year,Electronic check,Yes,46.34,485.67,No
CUST10939,Male,0,No,No,2,Yes,No,Month-to-month,Bank transfer,No,59.75,79.57,No
CUST10940,Female,0,Yes,Yes,54,Yes,No,Month-to-month,Credit card,No,41.7,2113.94,No
CUST10941,Male,0,Yes,No,45,Yes,Fiber optic,Two year,Credit card,No,40.03,1777.69,No
CUST10942,Female,1,Yes,No,65,Yes,Fiber optic,Month-to-month,Mailed check,Yes,82.04,5353.17,Yes
CUST10943,Male,0,No,Yes,33,Yes,Fiber optic,Month-to-month,Credit card,Yes,43.92,1541.4,No
CUST10944,Male,0,Yes,No,1,Yes,DSL,Month-to-month,Credit card,No,79.99,0.0,Yes
CUST10945,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Mailed check,No,39.45,79.41,Yes
CUST10946,Female,0,Yes,No,31,Yes,DSL,One year,Credit card,Yes,79.41,2463.15,No
CUST10947,Male,0,No,Yes,18,Yes,No,Two year,Mailed check,No,59.78,1110.79,No
CUST10948,Male,0,No,Yes,67,Yes,Fiber optic,Two year,Credit card,No,107.17,7128.41,No
CUST10949,Male,0,No,No,8,Yes,DSL,Month-to-month,Mailed check,Yes,80.09,779.03,Yes
CUST10950,Male,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Mailed check,Yes,102.89,6574.61,Yes
CUST10951,Male,1,Yes,Yes,15,Yes,DSL,Month-to-month,Electronic check,Yes,53.11,974.07,Yes
CUST10952,Male,1,Yes,No,8,Yes,Fiber optic,Month-to-month,Credit card,Yes,73.4,508.16,No
CUST10953,Female,0,No,Yes,20,Yes,Fiber optic,Month-to-month,Mailed check,Yes,47.47,1023.68,No
CUST10954,Female,1,Yes,No,10,Yes,Fiber optic,Two year,Credit card,Yes,61.66,610.63,Yes
CUST10955,Female,0,No,No,29,Yes,No,Two year,Electronic check,Yes,65.45,1865.28,No
CUST10956,Male,0,Yes,Yes,24,Yes,DSL,One year,Bank transfer,Yes,53.85,1355.63,Yes
CUST10957,Female,1,Yes,No,38,Yes,DSL,Month-to-month,Mailed check,No,41.61,1551.26,No
CUST10958,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Mailed check,Yes,36.66,1163.54,No
CUST10959,Male,0,No,Yes,0,Yes,DSL,Month-to-month,Electronic check,Yes,20.0,0.0,No
CUST10960,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Electronic check,No,45.59,537.55,Yes
CUST10961,Female,0,No,Yes,11,Yes,DSL,Month-to-month,Mailed check,Yes,87.69,1087.62,No
CUST10962,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Mailed check,No,32.04,637.29,Yes
CUST10963,Male,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Credit card,No,37.8,225.05,Yes
CUST10964,Male,0,No,No,22,No,No,Two year,Mailed check,No,116.77,2439.68,No
CUST10965,Male,0,Yes,No,40,Yes,DSL,Month-to-month,Electronic check,Yes,56.09,2201.64,Yes
CUST10966,Male,0,No,Yes,22,Yes,No,Two year,Mailed check,No,80.03,1761.8,No
CUST10967,Male,0,No,Yes,24,Yes,Fiber optic,Month-to-month,Bank transfer,No,88.06,2012.74,No
CUST10968,Male,1,Yes,No,34,Yes,DSL,Month-to-month,Mailed check,No,88.56,3175.9,Yes
CUST10969,Female,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Credit card,Yes,33.94,1581.55,Yes
CUST10970,Male,0,Yes,Yes,24,Yes,Fiber optic,Month-to-month,Mailed check,Yes,66.22,1637.11,No
CUST10971,Male,0,No,Yes,16,Yes,DSL,Month-to-month,Bank transfer,Yes,31.54,503.55,Yes
CUST10972,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Electronic check,Yes,133.16,3732.14,Yes
CUST10973,Female,0,Yes,Yes,1,Yes,DSL,Two year,Electronic check,No,32.13,186.77,No
CUST10974,Female,0,No,Yes,35,Yes,Fiber optic,Month-to-month,Credit card,Yes,45.8,1610.63,Yes
CUST10975,Male,0,Yes,Yes,68,Yes,Fiber optic,One year,Mailed check,No,45.98,3097.72,Yes
CUST10976,Female,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Mailed check,No,34.58,1050.94,No
CUST10977,Male,0,Yes,Yes,7,Yes,No,Month-to-month,Bank transfer,No,105.81,682.1,No
CUST10978,Male,0,No,Yes,51,Yes,DSL,Month-to-month,Electronic check,No,132.56,6775.25,Yes
CUST10979,Female,0,Yes,Yes,9,Yes,No,Month-to-month,Bank transfer,No,60.11,396.74,No
CUST10980,Female,0,Yes,Yes,14,Yes,Fiber optic,Two year,Mailed check,Yes,38.99,654.57,No
CUST10981,Female,0,No,No,10,Yes,No,Two year,Electronic check,Yes,20.0,189.56,No
CUST10982,Female,0,Yes,Yes,64,Yes,No,One year,Mailed check,Yes,65.9,4333.48,No
CUST10983,Male,0,No,Yes,71,Yes,DSL,Month-to-month,Mailed check,No,64.09,4530.28,No
CUST10984,Female,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Electronic check,Yes,55.72,2270.9,Yes
CUST10985,Female,0,No,No,45,Yes,DSL,Two year,Bank transfer,Yes,77.53,3367.62,No
CUST10986,Male,0,No,Yes,47,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,81.88,3924.34,Yes
CUST10987,Male,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Mailed check,Yes,80.08,3435.94,Yes
CUST10988,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,Credit card,Yes,64.1,2451.26,No
CUST10989,Male,0,Yes,No,72,Yes,No,One year,Bank transfer,Yes,44.46,3201.22,No
CUST10990,Male,0,No,Yes,53,Yes,DSL,One year,Credit card,Yes,88.65,4710.57,No
CUST10991,Female,0,Yes,Yes,6,Yes,Fiber optic,One year,Electronic check,No,72.31,263.25,Yes
CUST10992,Male,1,Yes,No,28,Yes,Fiber optic,One year,Credit card,No,94.21,2614.8,No
CUST10993,Female,0,No,No,71,Yes,DSL,Month-to-month,Mailed check,Yes,91.75,6593.77,No
CUST10994,Female,0,No,Yes,29,Yes,Fiber optic,Two year,Bank transfer,Yes,36.46,1019.51,No
CUST10995,Male,0,No,Yes,14,Yes,Fiber optic,Month-to-month,Credit card,Yes,36.14,483.49,Yes
CUST10996,Male,0,No,No,63,Yes,DSL,One year,Mailed check,Yes,53.11,3362.17,Yes
CUST10997,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Mailed check,Yes,45.59,2038.95,Yes
CUST10998,Female,0,Yes,No,41,Yes,DSL,Two year,Electronic check,No,90.88,3623.03,Yes
CUST10999,Female,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Bank transfer,No,80.78,2419.77,Yes
CUST11000,Male,0,No,Yes,9,Yes,DSL,Month-to-month,Credit card,No,99.48,994.73,Yes
CUST11001,Male,0,No,No,28,Yes,No,Month-to-month,Mailed check,Yes,81.91,2188.36,Yes
CUST11002,Female,0,Yes,No,31,Yes,No,Month-to-month,Electronic check,No,77.22,2356.37,No
CUST11003,Female,0,Yes,No,67,Yes,DSL,Month-to-month,Mailed check,No,101.99,6695.17,No
CUST11004,Female,0,Yes,Yes,22,Yes,DSL,One year,Mailed check,Yes,83.74,1936.42,No
CUST11005,Female,0,No,Yes,10,No,Fiber optic,Month-to-month,Credit card,Yes,73.7,727.76,No
CUST11006,Male,0,No,Yes,31,Yes,Fiber optic,Two year,Electronic check,No,109.01,3294.29,Yes
CUST11007,Female,1,Yes,No,72,Yes,Fiber optic,Month-to-month,Mailed check,No,74.88,5400.59,No
CUST11008,Female,0,Yes,No,35,Yes,DSL,One year,Bank transfer,No,64.39,2133.29,No
CUST11009,Male,0,No,Yes,27,Yes,DSL,Month-to-month,Electronic check,Yes,51.05,1275.0,No
CUST11010,Female,0,Yes,No,48,Yes,No,One year,Credit card,No,89.58,4153.83,No
CUST11011,Female,0,Yes,No,47,Yes,Fiber optic,One year,Credit card,No,102.93,4731.03,Yes
CUST11012,Female,0,Yes,No,21,Yes,No,Month-to-month,Mailed check,Yes,70.74,1621.27,No
CUST11013,Male,0,No,Yes,70,Yes,Fiber optic,Two year,Bank transfer,Yes,104.7,7255.69,No
CUST11014,Male,0,No,Yes,43,Yes,No,Month-to-month,Credit card,Yes,22.75,1024.87,No
CUST11015,Male,0,Yes,Yes,4,Yes,DSL,Month-to-month,Bank transfer,Yes,70.61,198.81,No
CUST11016,Female,1,Yes,No,29,Yes,DSL,One year,Electronic check,No,71.0,2134.95,No
CUST11017,Male,1,No,No,67,Yes,No,Two year,Electronic check,Yes,53.83,3504.0,No
CUST11018,Male,0,No,Yes,28,Yes,No,Month-to-month,Mailed check,Yes,131.6,3688.72,No
CUST11019,Male,0,Yes,Yes,41,No,DSL,Month-to-month,Electronic check,Yes,70.35,2889.64,No
CUST11020,Male,0,Yes,No,44,No,Fiber optic,Two year,Mailed check,No,61.81,2952.42,No
CUST11021,Female,1,No,No,51,Yes,Fiber optic,One year,Bank transfer,Yes,72.65,3768.19,No
CUST11022,Female,1,Yes,Yes,63,Yes,Fiber optic,Two year,Bank transfer,No,21.93,1322.3,No
CUST11023,Female,0,Yes,Yes,10,Yes,DSL,Month-to-month,Electronic check,Yes,53.0,598.5,No
CUST11024,Male,0,No,No,37,Yes,No,One year,Electronic check,No,96.58,3787.28,Yes
CUST11025,Female,0,Yes,No,38,Yes,DSL,Month-to-month,Electronic check,No,56.28,1975.68,No
CUST11026,Female,0,Yes,No,11,Yes,Fiber optic,Two year,Mailed check,No,51.28,479.83,No
CUST11027,Female,0,No,No,49,Yes,DSL,Month-to-month,Credit card,No,104.74,5108.57,Yes
CUST11028,Female,0,Yes,Yes,8,Yes,DSL,One year,Mailed check,Yes,105.51,802.37,No
CUST11029,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Mailed check,Yes,84.92,2769.08,Yes
CUST11030,Male,0,No,No,24,Yes,DSL,One year,Bank transfer,No,60.62,1324.46,No
CUST11031,Female,0,Yes,Yes,11,Yes,Fiber optic,One year,Electronic check,Yes,66.01,866.51,No
CUST11032,Female,0,No,Yes,60,Yes,DSL,Month-to-month,Electronic check,Yes,51.9,2971.74,No
CUST11033,Female,0,No,Yes,17,Yes,No,Two year,Electronic check,Yes,47.13,781.19,No
